sequence,seedId,name,normalizedName,mealCategory,mealTypeSuggested,countryOfOriginSuggested,discovery,studentAthleteTarget,mealPrepCandidate,imageSearchQuery,assetMainFile,assetCardFile,imageStatus
1080,REC-CAND-1080,Pesto Lean Beef with Mushrooms,pesto lean beef with mushrooms,Main Meal,Dinner,Philippines,False,False,False,Pesto Lean Beef with Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1081,REC-CAND-1081,Italian Pork Tenderloin with Quinoa,italian pork tenderloin with quinoa,Main Meal,Lunch,Spain,False,False,False,Italian Pork Tenderloin with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1082,REC-CAND-1082,Pork Tenderloin and Mushrooms Salad Bowl,pork tenderloin and mushrooms salad bowl,Main Meal,Lunch,Greece,False,False,False,Pork Tenderloin and Mushrooms Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1083,REC-CAND-1083,Chicken and Kale Tray Bake,chicken and kale tray bake,Main Meal,Dinner,Indonesia,True,False,False,Chicken and Kale Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1084,REC-CAND-1084,Turkey and Carrots Orzo Skillet,turkey and carrots orzo skillet,Main Meal,Lunch,United States,False,False,False,Turkey and Carrots Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1085,REC-CAND-1085,Tempeh Taco Bowl,tempeh taco bowl,Main Meal,Lunch,Senegal,True,False,False,Tempeh Taco Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1086,REC-CAND-1086,Pesto Lean Beef Chili,pesto lean beef chili,Main Meal,Lunch,United States,False,False,False,Pesto Lean Beef Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1087,REC-CAND-1087,Moroccan Lean Beef Wraps,moroccan lean beef wraps,Main Meal,Dinner,United States,False,False,False,Moroccan Lean Beef Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1088,REC-CAND-1088,Spanish Pork Tenderloin Wraps,spanish pork tenderloin wraps,Main Meal,Lunch,Georgia,True,False,False,Spanish Pork Tenderloin Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1089,REC-CAND-1089,Sausage Pita Plate,sausage pita plate,Main Meal,Lunch,Philippines,False,False,False,Sausage Pita Plate recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1090,REC-CAND-1090,Japanese Steak Rice Bowl,japanese steak rice bowl,Main Meal,Dinner,Jamaica,False,False,False,Japanese Steak Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1091,REC-CAND-1091,Turkey and Kale Noodle Bowl,turkey and kale noodle bowl,Main Meal,Dinner,Mexico,False,False,False,Turkey and Kale Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1092,REC-CAND-1092,Sheet Pan Lean Beef and Mushrooms,sheet pan lean beef and mushrooms,Main Meal,Lunch,India,False,False,False,Sheet Pan Lean Beef and Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1093,REC-CAND-1093,French Chicken Flatbread,french chicken flatbread,Main Meal,Dinner,Spain,False,False,False,French Chicken Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1094,REC-CAND-1094,Crispy Steak with Broccoli,crispy steak with broccoli,Main Meal,Dinner,Italy,False,False,False,Crispy Steak with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1095,REC-CAND-1095,Peruvian Black Bean with Quinoa,peruvian black bean with quinoa,Main Meal,Lunch,Spain,False,False,False,Peruvian Black Bean with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1096,REC-CAND-1096,Balsamic Tuna with Kale,balsamic tuna with kale,Main Meal,Dinner,Philippines,False,False,False,Balsamic Tuna with Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1097,REC-CAND-1097,Salmon Curry Bowl,salmon curry bowl,Main Meal,Lunch,United States,False,False,False,Salmon Curry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1098,REC-CAND-1098,Peruvian Cod Rice Bowl,peruvian cod rice bowl,Main Meal,Dinner,Mexico,False,False,False,Peruvian Cod Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1099,REC-CAND-1099,Herbed Lentil with Bell Peppers,herbed lentil with bell peppers,Main Meal,Lunch,Japan,False,False,False,Herbed Lentil with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1100,REC-CAND-1100,Brazilian Chickpea Chili,brazilian chickpea chili,Main Meal,Dinner,Italy,False,False,False,Brazilian Chickpea Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1101,REC-CAND-1101,Steak Taco Bowl,steak taco bowl,Main Meal,Dinner,Korea,False,False,False,Steak Taco Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1102,REC-CAND-1102,Mexican Pork Tenderloin Wraps,mexican pork tenderloin wraps,Main Meal,Lunch,Spain,False,False,False,Mexican Pork Tenderloin Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1103,REC-CAND-1103,Spanish Tofu Stew,spanish tofu stew,Main Meal,Lunch,Spain,False,False,False,Spanish Tofu Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1104,REC-CAND-1104,Herbed Shrimp Pasta,herbed shrimp pasta,Main Meal,Dinner,Mexico,False,False,False,Herbed Shrimp Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1105,REC-CAND-1105,Filipino Sausage Wraps,filipino sausage wraps,Main Meal,Dinner,Thailand,False,False,False,Filipino Sausage Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1106,REC-CAND-1106,Harissa Steak with Tomatoes,harissa steak with tomatoes,Main Meal,Lunch,Peru,False,False,False,Harissa Steak with Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1107,REC-CAND-1107,Indian Salmon Sweet Potato Hash,indian salmon sweet potato hash,Main Meal,Breakfast,Korea,False,False,False,Indian Salmon Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1108,REC-CAND-1108,Peruvian Tempeh Chili,peruvian tempeh chili,Main Meal,Dinner,Japan,False,False,False,Peruvian Tempeh Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1109,REC-CAND-1109,French Egg Skillet,french egg skillet,Main Meal,Dinner,United States,False,False,False,French Egg Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1110,REC-CAND-1110,Herbed Pork Tenderloin Stew,herbed pork tenderloin stew,Main Meal,Dinner,Italy,False,False,False,Herbed Pork Tenderloin Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1111,REC-CAND-1111,Sheet Pan Sausage and Mushrooms,sheet pan sausage and mushrooms,Main Meal,Lunch,China,False,False,False,Sheet Pan Sausage and Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1112,REC-CAND-1112,Balsamic Cod Stew,balsamic cod stew,Main Meal,Dinner,Italy,False,False,False,Balsamic Cod Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1113,REC-CAND-1113,Tomato Basil Chicken with Spinach,tomato basil chicken with spinach,Main Meal,Lunch,Japan,False,False,False,Tomato Basil Chicken with Spinach recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1114,REC-CAND-1114,Chickpea and Broccoli Stew,chickpea and broccoli stew,Main Meal,Lunch,Spain,False,False,False,Chickpea and Broccoli Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1115,REC-CAND-1115,Filipino Cod Rice Bowl,filipino cod rice bowl,Main Meal,Lunch,Jamaica,False,False,False,Filipino Cod Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1116,REC-CAND-1116,Brazilian Chickpea Sweet Potato Hash,brazilian chickpea sweet potato hash,Main Meal,Breakfast,Mexico,False,False,False,Brazilian Chickpea Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1117,REC-CAND-1117,Garlic Pork Tenderloin Noodle Bowl,garlic pork tenderloin noodle bowl,Main Meal,Lunch,Jamaica,False,False,False,Garlic Pork Tenderloin Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1118,REC-CAND-1118,Lemon Tempeh Chili,lemon tempeh chili,Main Meal,Dinner,Japan,False,False,False,Lemon Tempeh Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1119,REC-CAND-1119,Korean Black Bean Wraps,korean black bean wraps,Main Meal,Dinner,Greece,False,False,False,Korean Black Bean Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1120,REC-CAND-1120,Spicy Cod Soup,spicy cod soup,Main Meal,Lunch,Philippines,False,False,False,Spicy Cod Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1121,REC-CAND-1121,Pork Tenderloin Burrito Bowl,pork tenderloin burrito bowl,Main Meal,Lunch,Japan,False,False,False,Pork Tenderloin Burrito Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1122,REC-CAND-1122,Smoky Black Bean Rice Bowl,smoky black bean rice bowl,Main Meal,Dinner,China,False,False,False,Smoky Black Bean Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1123,REC-CAND-1123,Tofu Curry Bowl,tofu curry bowl,Main Meal,Dinner,United States,False,False,False,Tofu Curry Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1124,REC-CAND-1124,American Tofu with Noodles,american tofu with noodles,Main Meal,Dinner,Egypt,True,False,False,American Tofu with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1125,REC-CAND-1125,Honey Soy Tempeh Quinoa Bowl,honey soy tempeh quinoa bowl,Main Meal,Dinner,Ghana,True,False,False,Honey Soy Tempeh Quinoa Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1126,REC-CAND-1126,American Tofu Baked Potatoes,american tofu baked potatoes,Main Meal,Lunch,Uzbekistan,True,False,False,American Tofu Baked Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1127,REC-CAND-1127,Spanish Sausage Tray Bake,spanish sausage tray bake,Main Meal,Lunch,Mexico,False,False,False,Spanish Sausage Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1128,REC-CAND-1128,Sheet Pan Steak and Tomatoes,sheet pan steak and tomatoes,Main Meal,Dinner,Japan,False,False,False,Sheet Pan Steak and Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1129,REC-CAND-1129,Chinese Lentil Tray Bake,chinese lentil tray bake,Main Meal,Dinner,Peru,False,False,False,Chinese Lentil Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1130,REC-CAND-1130,Herbed Sausage Stew,herbed sausage stew,Main Meal,Dinner,Italy,False,False,False,Herbed Sausage Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1131,REC-CAND-1131,Smoky Tofu with Asparagus,smoky tofu with asparagus,Main Meal,Dinner,Philippines,False,False,False,Smoky Tofu with Asparagus recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1132,REC-CAND-1132,Chinese Lean Beef Rice Bowl,chinese lean beef rice bowl,Main Meal,Dinner,India,False,False,False,Chinese Lean Beef Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1133,REC-CAND-1133,Cod and Broccoli Wraps,cod and broccoli wraps,Main Meal,Lunch,France,False,False,False,Cod and Broccoli Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1134,REC-CAND-1134,Chinese Chicken Flatbread,chinese chicken flatbread,Main Meal,Lunch,Japan,False,False,False,Chinese Chicken Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1135,REC-CAND-1135,Teriyaki Cod with Bell Peppers,teriyaki cod with bell peppers,Main Meal,Lunch,United States,False,False,False,Teriyaki Cod with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1136,REC-CAND-1136,American Turkey with Rice,american turkey with rice,Main Meal,Lunch,Spain,False,False,False,American Turkey with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1137,REC-CAND-1137,Filipino Cod with Noodles,filipino cod with noodles,Main Meal,Lunch,United States,False,False,False,Filipino Cod with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1138,REC-CAND-1138,Chipotle Shrimp Curry,chipotle shrimp curry,Main Meal,Lunch,India,False,False,False,Chipotle Shrimp Curry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1139,REC-CAND-1139,Pesto Cod Stew,pesto cod stew,Main Meal,Dinner,Nigeria,True,False,False,Pesto Cod Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1140,REC-CAND-1140,Lean Beef and Carrots Baked Potatoes,lean beef and carrots baked potatoes,Main Meal,Lunch,Brazil,False,False,False,Lean Beef and Carrots Baked Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1141,REC-CAND-1141,French Sausage with Potatoes,french sausage with potatoes,Main Meal,Lunch,Peru,False,False,False,French Sausage with Potatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1142,REC-CAND-1142,Pesto Steak Sweet Potato Hash,pesto steak sweet potato hash,Main Meal,Breakfast,France,False,False,False,Pesto Steak Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1143,REC-CAND-1143,Spicy Chickpea Soup,spicy chickpea soup,Main Meal,Lunch,Jamaica,False,False,False,Spicy Chickpea Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1144,REC-CAND-1144,Spanish Steak Grain Bowl,spanish steak grain bowl,Main Meal,Lunch,Greece,False,False,False,Spanish Steak Grain Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1145,REC-CAND-1145,Sesame Egg Stew,sesame egg stew,Main Meal,Lunch,Greece,False,False,False,Sesame Egg Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1146,REC-CAND-1146,Balsamic Cod Grain Bowl,balsamic cod grain bowl,Main Meal,Dinner,Mexico,False,False,False,Balsamic Cod Grain Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1147,REC-CAND-1147,Spicy Black Bean Noodle Bowl,spicy black bean noodle bowl,Main Meal,Dinner,Greece,False,False,False,Spicy Black Bean Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1148,REC-CAND-1148,Mediterranean Sausage Tacos,mediterranean sausage tacos,Main Meal,Dinner,Japan,False,False,False,Mediterranean Sausage Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1149,REC-CAND-1149,Herbed Tempeh Orzo Skillet,herbed tempeh orzo skillet,Main Meal,Lunch,France,False,False,False,Herbed Tempeh Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1150,REC-CAND-1150,Black Bean and Tomatoes Sweet Potato Hash,black bean and tomatoes sweet potato hash,Main Meal,Breakfast,Spain,False,False,False,Black Bean and Tomatoes Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1151,REC-CAND-1151,French Pork Tenderloin Stir-Fry,french pork tenderloin stir fry,Main Meal,Dinner,Japan,False,False,False,French Pork Tenderloin Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1152,REC-CAND-1152,Cod and Cucumber Pasta,cod and cucumber pasta,Main Meal,Lunch,Jamaica,False,False,False,Cod and Cucumber Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1153,REC-CAND-1153,Cajun Pork Tenderloin Soup,cajun pork tenderloin soup,Main Meal,Dinner,Mexico,False,False,False,Cajun Pork Tenderloin Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1154,REC-CAND-1154,Pork Tenderloin and Bell Peppers Pasta,pork tenderloin and bell peppers pasta,Main Meal,Dinner,Jamaica,False,False,False,Pork Tenderloin and Bell Peppers Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1155,REC-CAND-1155,Brazilian Pork Tenderloin Rice Bowl,brazilian pork tenderloin rice bowl,Main Meal,Dinner,India,False,False,False,Brazilian Pork Tenderloin Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1156,REC-CAND-1156,Honey Soy Lean Beef with Broccoli,honey soy lean beef with broccoli,Main Meal,Lunch,Brazil,False,False,False,Honey Soy Lean Beef with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1157,REC-CAND-1157,Korean Tofu Rice Bowl,korean tofu rice bowl,Main Meal,Lunch,Greece,False,False,False,Korean Tofu Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1158,REC-CAND-1158,Turkey and Corn Noodle Bowl,turkey and corn noodle bowl,Main Meal,Lunch,China,False,False,False,Turkey and Corn Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1159,REC-CAND-1159,Salmon and Green Beans Rice Bowl,salmon and green beans rice bowl,Main Meal,Lunch,Mexico,False,False,False,Salmon and Green Beans Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1160,REC-CAND-1160,Chicken and Bell Peppers Flatbread,chicken and bell peppers flatbread,Main Meal,Lunch,Afghanistan,True,False,False,Chicken and Bell Peppers Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1161,REC-CAND-1161,Sheet Pan Tofu and Corn,sheet pan tofu and corn,Main Meal,Lunch,Thailand,False,False,False,Sheet Pan Tofu and Corn recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1162,REC-CAND-1162,Teriyaki Steak Noodle Bowl,teriyaki steak noodle bowl,Main Meal,Lunch,France,False,False,False,Teriyaki Steak Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1163,REC-CAND-1163,Coconut Cod with Mushrooms,coconut cod with mushrooms,Main Meal,Lunch,China,False,False,False,Coconut Cod with Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1164,REC-CAND-1164,Ginger Lean Beef with Bell Peppers,ginger lean beef with bell peppers,Main Meal,Lunch,Tunisia,True,False,False,Ginger Lean Beef with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1165,REC-CAND-1165,Peruvian Chickpea Tacos,peruvian chickpea tacos,Main Meal,Dinner,Brazil,False,False,False,Peruvian Chickpea Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1166,REC-CAND-1166,Sesame Tempeh Soup,sesame tempeh soup,Main Meal,Dinner,Jamaica,False,False,False,Sesame Tempeh Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1167,REC-CAND-1167,Mediterranean Tuna Curry,mediterranean tuna curry,Main Meal,Dinner,Korea,False,False,False,Mediterranean Tuna Curry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1168,REC-CAND-1168,Japanese Shrimp Stir-Fry,japanese shrimp stir fry,Main Meal,Lunch,Mexico,False,False,False,Japanese Shrimp Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1169,REC-CAND-1169,Buffalo Chicken with Cabbage,buffalo chicken with cabbage,Main Meal,Lunch,Spain,False,False,False,Buffalo Chicken with Cabbage recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1170,REC-CAND-1170,Honey Soy Cod Soup,honey soy cod soup,Main Meal,Dinner,United States,False,False,False,Honey Soy Cod Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1171,REC-CAND-1171,Caribbean Tofu with Quinoa,caribbean tofu with quinoa,Main Meal,Lunch,India,False,False,False,Caribbean Tofu with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1172,REC-CAND-1172,Korean Chickpea Tray Bake,korean chickpea tray bake,Main Meal,Dinner,Armenia,True,False,False,Korean Chickpea Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1173,REC-CAND-1173,Blackened Turkey Soup,blackened turkey soup,Main Meal,Lunch,Peru,False,False,False,Blackened Turkey Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1174,REC-CAND-1174,Japanese Tuna Noodle Bowl,japanese tuna noodle bowl,Main Meal,Dinner,Spain,False,False,False,Japanese Tuna Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1175,REC-CAND-1175,Pork Tenderloin Pilaf Bowl,pork tenderloin pilaf bowl,Main Meal,Dinner,Albania,True,False,False,Pork Tenderloin Pilaf Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1176,REC-CAND-1176,Peruvian Pork Tenderloin Stir-Fry,peruvian pork tenderloin stir fry,Main Meal,Lunch,Thailand,False,False,False,Peruvian Pork Tenderloin Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1177,REC-CAND-1177,French Tempeh Tacos,french tempeh tacos,Main Meal,Dinner,Japan,False,False,False,French Tempeh Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1178,REC-CAND-1178,Chipotle Lean Beef Chili,chipotle lean beef chili,Main Meal,Dinner,Thailand,False,False,False,Chipotle Lean Beef Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1179,REC-CAND-1179,Sheet Pan Pork Tenderloin and Broccoli,sheet pan pork tenderloin and broccoli,Main Meal,Dinner,Brazil,False,False,False,Sheet Pan Pork Tenderloin and Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1180,REC-CAND-1180,Ginger Turkey with Corn,ginger turkey with corn,Main Meal,Lunch,Philippines,False,False,False,Ginger Turkey with Corn recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1181,REC-CAND-1181,Chinese Shrimp Soup,chinese shrimp soup,Main Meal,Dinner,Korea,False,False,False,Chinese Shrimp Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1182,REC-CAND-1182,Greek Egg Orzo Skillet,greek egg orzo skillet,Main Meal,Dinner,Peru,False,False,False,Greek Egg Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1183,REC-CAND-1183,Moroccan Sausage with Quinoa,moroccan sausage with quinoa,Main Meal,Lunch,United States,False,False,False,Moroccan Sausage with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1184,REC-CAND-1184,Sesame Pork Tenderloin Wraps,sesame pork tenderloin wraps,Main Meal,Dinner,France,False,False,False,Sesame Pork Tenderloin Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1185,REC-CAND-1185,Lemon Lentil Stew,lemon lentil stew,Main Meal,Lunch,Ghana,True,False,False,Lemon Lentil Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1186,REC-CAND-1186,Cod and Spinach Curry,cod and spinach curry,Main Meal,Dinner,Mexico,False,False,False,Cod and Spinach Curry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1187,REC-CAND-1187,Teriyaki Salmon Casserole,teriyaki salmon casserole,Main Meal,Lunch,India,False,False,False,Teriyaki Salmon Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1188,REC-CAND-1188,Tomato Basil Lentil Flatbread,tomato basil lentil flatbread,Main Meal,Lunch,India,False,False,False,Tomato Basil Lentil Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1189,REC-CAND-1189,Pork Tenderloin and Broccoli Skillet,pork tenderloin and broccoli skillet,Main Meal,Dinner,Peru,False,False,False,Pork Tenderloin and Broccoli Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1190,REC-CAND-1190,Sausage Pasta Bake,sausage pasta bake,Main Meal,Lunch,India,False,False,False,Sausage Pasta Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1191,REC-CAND-1191,Coconut Pork Tenderloin with Broccoli,coconut pork tenderloin with broccoli,Main Meal,Lunch,Philippines,False,False,False,Coconut Pork Tenderloin with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1192,REC-CAND-1192,Caribbean Chicken with Noodles,caribbean chicken with noodles,Main Meal,Lunch,India,False,False,False,Caribbean Chicken with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1193,REC-CAND-1193,Sheet Pan Egg and Green Beans,sheet pan egg and green beans,Main Meal,Dinner,Brazil,False,False,False,Sheet Pan Egg and Green Beans recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1194,REC-CAND-1194,Teriyaki Steak Pasta,teriyaki steak pasta,Main Meal,Dinner,France,False,False,False,Teriyaki Steak Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1195,REC-CAND-1195,Spicy Sausage Salad Bowl,spicy sausage salad bowl,Main Meal,Lunch,France,False,False,False,Spicy Sausage Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1196,REC-CAND-1196,Teriyaki Black Bean Salad Bowl,teriyaki black bean salad bowl,Main Meal,Lunch,China,False,False,False,Teriyaki Black Bean Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1197,REC-CAND-1197,Crispy Sausage Casserole,crispy sausage casserole,Main Meal,Dinner,Peru,False,False,False,Crispy Sausage Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1198,REC-CAND-1198,Jamaican Lentil with Noodles,jamaican lentil with noodles,Main Meal,Dinner,Japan,False,False,False,Jamaican Lentil with Noodles recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1199,REC-CAND-1199,Honey Soy Chicken Stew,honey soy chicken stew,Main Meal,Dinner,Italy,False,False,False,Honey Soy Chicken Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1200,REC-CAND-1200,Pesto Tuna Casserole,pesto tuna casserole,Main Meal,Dinner,Jamaica,False,False,False,Pesto Tuna Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1201,REC-CAND-1201,Brazilian Chickpea Wraps,brazilian chickpea wraps,Main Meal,Lunch,China,False,False,False,Brazilian Chickpea Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1202,REC-CAND-1202,Thai Salmon Skillet,thai salmon skillet,Main Meal,Dinner,United States,False,False,False,Thai Salmon Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1203,REC-CAND-1203,Smoky Egg with Zucchini,smoky egg with zucchini,Main Meal,Lunch,Japan,False,False,False,Smoky Egg with Zucchini recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1204,REC-CAND-1204,Balsamic Shrimp Soup,balsamic shrimp soup,Main Meal,Lunch,Japan,False,False,False,Balsamic Shrimp Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1205,REC-CAND-1205,Smoky Chicken Salad Bowl,smoky chicken salad bowl,Main Meal,Lunch,Mexico,False,False,False,Smoky Chicken Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1206,REC-CAND-1206,Japanese Tofu Curry,japanese tofu curry,Main Meal,Dinner,Botswana,True,False,False,Japanese Tofu Curry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1207,REC-CAND-1207,Crispy Chickpea Orzo Skillet,crispy chickpea orzo skillet,Main Meal,Lunch,China,False,False,False,Crispy Chickpea Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1208,REC-CAND-1208,Salmon and Broccoli Tacos,salmon and broccoli tacos,Main Meal,Lunch,Spain,False,False,False,Salmon and Broccoli Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1209,REC-CAND-1209,Roasted Cod Orzo Skillet,roasted cod orzo skillet,Main Meal,Lunch,India,False,False,False,Roasted Cod Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1210,REC-CAND-1210,Harissa Pork Tenderloin with Spinach,harissa pork tenderloin with spinach,Main Meal,Dinner,United States,False,False,False,Harissa Pork Tenderloin with Spinach recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1211,REC-CAND-1211,Korean Shrimp with Quinoa,korean shrimp with quinoa,Main Meal,Lunch,Greece,False,False,False,Korean Shrimp with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
